"move_id","move_name","type","category","preview_id","preview_mp4","preview_gif","source_kind","ds_move_id","animation_reference","ds_animation_path","animation_class","source_manifest"
"MOVE_PIXIE_SLASH","Pixie Slash","Fairy","Physical","anim_0586","docs/approval/previews/mp4/anim_0586.mp4","docs/approval/previews/gif/anim_0586.gif","hg-engine-script","586","animations/hg-engine/gen6/586.s","animations/hg-engine/gen6/586.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PLASMA_PULSE","Plasma Pulse","Electric","Special","anim_0850","docs/approval/previews/mp4/anim_0850.mp4","docs/approval/previews/gif/anim_0850.gif","hg-engine-script","850","animations/hg-engine/gen8/850.s","animations/hg-engine/gen8/850.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PLEGARIACALAMO","Plegaria Cálamo","Flying","Special","anim_0616","docs/approval/previews/mp4/anim_0616.mp4","docs/approval/previews/gif/anim_0616.gif","hg-engine-script","616","animations/hg-engine/gen6/616.s","animations/hg-engine/gen6/616.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PLUNDER","Plunder","Water","Physical","anim_0837","docs/approval/previews/mp4/anim_0837.mp4","docs/approval/previews/gif/anim_0837.gif","hg-engine-script","837","animations/hg-engine/gen8/837.s","animations/hg-engine/gen8/837.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_POCKET_SAND","Pocket Sand","Ground","Physical","anim_0028","docs/approval/previews/mp4/anim_0028.mp4","docs/approval/previews/gif/anim_0028.gif","platinum-base-move","28","MOVE_SAND_ATTACK","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"PODERAQUA","Poder Aqua","Water","Special","anim_0879","docs/approval/previews/mp4/anim_0879.mp4","docs/approval/previews/gif/anim_0879.gif","hg-engine-script","879","animations/hg-engine/gen9/879.s","animations/hg-engine/gen9/879.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PODERCIMEX","Poder Cimex","Bug","Physical","anim_0761","docs/approval/previews/mp4/anim_0761.mp4","docs/approval/previews/gif/anim_0761.gif","hg-engine-script","761","animations/hg-engine/gen8/761.s","animations/hg-engine/gen8/761.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PODEREVOL","Poder Evolutivo","Ground","Physical","anim_0774","docs/approval/previews/mp4/anim_0774.mp4","docs/approval/previews/gif/anim_0774.gif","hg-engine-script","774","animations/hg-engine/gen8/774.s","animations/hg-engine/gen8/774.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PODERIGNIS","Poder Ignis","Fire","Special","anim_0810","docs/approval/previews/mp4/anim_0810.mp4","docs/approval/previews/gif/anim_0810.gif","hg-engine-script","810","animations/hg-engine/gen8/810.s","animations/hg-engine/gen8/810.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PODERNINFA","Poder Ninfa","Fairy","Physical","anim_0770","docs/approval/previews/mp4/anim_0770.mp4","docs/approval/previews/gif/anim_0770.gif","hg-engine-script","770","animations/hg-engine/gen8/770.s","animations/hg-engine/gen8/770.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PODERPRIMATE","Poder Primate","Normal","Status","anim_0507","docs/approval/previews/mp4/anim_0507.mp4","docs/approval/previews/gif/anim_0507.gif","hg-engine-script","507","animations/hg-engine/gen5/507.s","animations/hg-engine/gen5/507.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PODERVOLTA","Poder Volta","Electric","Special","anim_0807","docs/approval/previews/mp4/anim_0807.mp4","docs/approval/previews/gif/anim_0807.gif","hg-engine-script","807","animations/hg-engine/gen8/807.s","animations/hg-engine/gen8/807.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"POISONSWEEP","Poison Sweep","Poison","Physical","anim_0842","docs/approval/previews/mp4/anim_0842.mp4","docs/approval/previews/gif/anim_0842.gif","hg-engine-script","842","animations/hg-engine/gen8/842.s","animations/hg-engine/gen8/842.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"POLARFLARE","Polar Flare","Fire","Special","anim_0522","docs/approval/previews/mp4/anim_0522.mp4","docs/approval/previews/gif/anim_0522.gif","hg-engine-script","522","animations/hg-engine/gen5/522.s","animations/hg-engine/gen5/522.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_POP_MAYHEM","Popping Mayhem","Fire","Physical","anim_0331","docs/approval/previews/mp4/anim_0331.mp4","docs/approval/previews/gif/anim_0331.gif","platinum-base-move","331","MOVE_BULLET_SEED","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_PRIMAL_BEAM","Primal Beam","Dragon","Physical","anim_0802","docs/approval/previews/mp4/anim_0802.mp4","docs/approval/previews/gif/anim_0802.gif","hg-engine-script","802","animations/hg-engine/gen8/802.s","animations/hg-engine/gen8/802.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PRIMALSUN","Primal Sun","Fire","Status","anim_0911","docs/approval/previews/mp4/anim_0911.mp4","docs/approval/previews/gif/anim_0911.gif","hg-engine-script","911","animations/hg-engine/gen9/911.s","animations/hg-engine/gen9/911.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PRIMITIVE_STRIKE","Primitive Strike","Ground","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_PRISM_BLAST","Prism Blast","Rock","Special","anim_0714","docs/approval/previews/mp4/anim_0714.mp4","docs/approval/previews/gif/anim_0714.gif","hg-engine-script","714","animations/hg-engine/gen7/714.s","animations/hg-engine/gen7/714.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"PROBOPOG","Probopass PogChampion","Normal","Special","anim_0909","docs/approval/previews/mp4/anim_0909.mp4","docs/approval/previews/gif/anim_0909.gif","hg-engine-script","909","animations/hg-engine/gen9/909.s","animations/hg-engine/gen9/909.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PROTONBEAM","Proton Beam","Nuclear","Special","anim_0708","docs/approval/previews/mp4/anim_0708.mp4","docs/approval/previews/gif/anim_0708.gif","hg-engine-script","708","animations/hg-engine/gen7/708.s","animations/hg-engine/gen7/708.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PROTOPLUMA","Protopluma","Rock","Physical","anim_0833","docs/approval/previews/mp4/anim_0833.mp4","docs/approval/previews/gif/anim_0833.gif","hg-engine-script","833","animations/hg-engine/gen8/833.s","animations/hg-engine/gen8/833.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_PSYCHO_WAVE","Psycho Wave","Psychic","Special","anim_0354","docs/approval/previews/mp4/anim_0354.mp4","docs/approval/previews/gif/anim_0354.gif","platinum-base-move","354","MOVE_PSYCHO_BOOST","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_PSYCHOKINETIC_SLAM","Psychokinetic Slam","Psychic","Physical","anim_0038","docs/approval/previews/mp4/anim_0038.mp4","docs/approval/previews/gif/anim_0038.gif","platinum-base-move","38","MOVE_DOUBLE_EDGE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"PSYCRUSH","Psycrush","Psychic","Special","anim_0858","docs/approval/previews/mp4/anim_0858.mp4","docs/approval/previews/gif/anim_0858.gif","hg-engine-script","858","animations/hg-engine/gen9/858.s","animations/hg-engine/gen9/858.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PSYSONIC","Psysonic","Psychic","Special","anim_0920","docs/approval/previews/mp4/anim_0920.mp4","docs/approval/previews/gif/anim_0920.gif","hg-engine-script","920","animations/hg-engine/gen9/920.s","animations/hg-engine/gen9/920.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"PUNZADABURBUJA","Púa Burbuja","Water","Physical","anim_0713","docs/approval/previews/mp4/anim_0713.mp4","docs/approval/previews/gif/anim_0713.gif","hg-engine-script","713","animations/hg-engine/gen7/713.s","animations/hg-engine/gen7/713.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PUKEBLOOD","Puke Blood","Bug","Special","anim_0679","docs/approval/previews/mp4/anim_0679.mp4","docs/approval/previews/gif/anim_0679.gif","hg-engine-script","679","animations/hg-engine/gen7/679.s","animations/hg-engine/gen7/679.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PUNCHOUT","Punch Out","Fighting","Physical","anim_0615","docs/approval/previews/mp4/anim_0615.mp4","docs/approval/previews/gif/anim_0615.gif","hg-engine-script","615","animations/hg-engine/gen6/615.s","animations/hg-engine/gen6/615.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PYROCLASTICSWEEP","Pyroclastic Sweep","Fire","Physical","anim_0683","docs/approval/previews/mp4/anim_0683.mp4","docs/approval/previews/gif/anim_0683.gif","hg-engine-script","683","animations/hg-engine/gen7/683.s","animations/hg-engine/gen7/683.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"PYROKINESIS","Pyrokinesis","Psychic","Special","anim_0824","docs/approval/previews/mp4/anim_0824.mp4","docs/approval/previews/gif/anim_0824.gif","hg-engine-script","824","animations/hg-engine/gen8/824.s","animations/hg-engine/gen8/824.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"QUAKINGSPEAR","Quaking Spear","Ground","Physical","anim_0617","docs/approval/previews/mp4/anim_0617.mp4","docs/approval/previews/gif/anim_0617.gif","hg-engine-script","617","animations/hg-engine/gen6/617.s","animations/hg-engine/gen6/617.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"QUANTUMLEAP","Quantum Leap","Nuclear","Physical","anim_0672","docs/approval/previews/mp4/anim_0672.mp4","docs/approval/previews/gif/anim_0672.gif","hg-engine-script","672","animations/hg-engine/gen7/672.s","animations/hg-engine/gen7/672.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"QUESOBLAST","Queso Blast","Qmarks","Physical","anim_0802","docs/approval/previews/mp4/anim_0802.mp4","docs/approval/previews/gif/anim_0802.gif","hg-engine-script","802","animations/hg-engine/gen8/802.s","animations/hg-engine/gen8/802.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"QUICKSAND","Quick Sand","Ground","Physical","anim_0526","docs/approval/previews/mp4/anim_0526.mp4","docs/approval/previews/gif/anim_0526.gif","hg-engine-script","526","animations/hg-engine/gen5/526.s","animations/hg-engine/gen5/526.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"QUICKSILVERSPEAR","Quicksilver Spear","Steel","Physical","anim_0862","docs/approval/previews/mp4/anim_0862.mp4","docs/approval/previews/gif/anim_0862.gif","hg-engine-script","862","animations/hg-engine/gen9/862.s","animations/hg-engine/gen9/862.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"RADIOACID","Radioacid","Nuclear","Special","anim_0506","docs/approval/previews/mp4/anim_0506.mp4","docs/approval/previews/gif/anim_0506.gif","hg-engine-script","506","animations/hg-engine/gen5/506.s","animations/hg-engine/gen5/506.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_RAGING_SOULS","Raging Souls","Ghost","Special","anim_0261","docs/approval/previews/mp4/anim_0261.mp4","docs/approval/previews/gif/anim_0261.gif","platinum-base-move","261","MOVE_WILL_O_WISP","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"RAIDERTONITRUS","Raider Tonitrus","Electric","Special","anim_0553","docs/approval/previews/mp4/anim_0553.mp4","docs/approval/previews/gif/anim_0553.gif","hg-engine-script","553","animations/hg-engine/gen5/553.s","animations/hg-engine/gen5/553.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_RAIN_FLUSH","Rain Flush","Water","Special","anim_0240","docs/approval/previews/mp4/anim_0240.mp4","docs/approval/previews/gif/anim_0240.gif","platinum-base-move","240","MOVE_RAIN_DANCE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_RAPID_RIVER","Rapid River","Water","Physical","anim_0127","docs/approval/previews/mp4/anim_0127.mp4","docs/approval/previews/gif/anim_0127.gif","platinum-base-move","127","MOVE_WATERFALL","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_READY_OR_NOT","Ready or Not","Normal","Physical","anim_0310","docs/approval/previews/mp4/anim_0310.mp4","docs/approval/previews/gif/anim_0310.gif","platinum-base-move","310","MOVE_ASTONISH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"REBALANCING","Rebalancing","Fighting","Status","anim_0814","docs/approval/previews/mp4/anim_0814.mp4","docs/approval/previews/gif/anim_0814.gif","hg-engine-script","814","animations/hg-engine/gen8/814.s","animations/hg-engine/gen8/814.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"REGENERATE","Regenerate","Grass","Status","anim_0819","docs/approval/previews/mp4/anim_0819.mp4","docs/approval/previews/gif/anim_0819.gif","hg-engine-script","819","animations/hg-engine/gen8/819.s","animations/hg-engine/gen8/819.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_RELENTLESS_CLOBBER","Relentless Clobber","Dark","Physical","anim_0251","docs/approval/previews/mp4/anim_0251.mp4","docs/approval/previews/gif/anim_0251.gif","platinum-base-move","251","MOVE_BEAT_UP","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_REQUIEM","Requiem","Ghost","Special","anim_0047","docs/approval/previews/mp4/anim_0047.mp4","docs/approval/previews/gif/anim_0047.gif","platinum-base-move","47","MOVE_SING","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"RETROGRADE","Retrograde","Normal","Status","anim_0705","docs/approval/previews/mp4/anim_0705.mp4","docs/approval/previews/gif/anim_0705.gif","hg-engine-script","705","animations/hg-engine/gen7/705.s","animations/hg-engine/gen7/705.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"RHYTHMICCOMBO","Rhythmic Combo","Sound","Physical","anim_0816","docs/approval/previews/mp4/anim_0816.mp4","docs/approval/previews/gif/anim_0816.gif","hg-engine-script","816","animations/hg-engine/gen8/816.s","animations/hg-engine/gen8/816.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_RIDER_KICK","Rider Kick","Bug","Physical","anim_0026","docs/approval/previews/mp4/anim_0026.mp4","docs/approval/previews/gif/anim_0026.gif","platinum-base-move","26","MOVE_JUMP_KICK","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"RIOTSHIELD","Riot Shield","Fighting","Physical","anim_0779","docs/approval/previews/mp4/anim_0779.mp4","docs/approval/previews/gif/anim_0779.gif","hg-engine-script","779","animations/hg-engine/gen8/779.s","animations/hg-engine/gen8/779.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_RIP_AND_TEAR","Rip and Tear","Dark","Physical","anim_0242","docs/approval/previews/mp4/anim_0242.mp4","docs/approval/previews/gif/anim_0242.gif","platinum-base-move","242","MOVE_CRUNCH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"RITOCHAMANICO","Rito Chamánico","Fire","Status","anim_0911","docs/approval/previews/mp4/anim_0911.mp4","docs/approval/previews/gif/anim_0911.gif","hg-engine-script","911","animations/hg-engine/gen9/911.s","animations/hg-engine/gen9/911.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ROCAVOLTAICA","Roca Voltaica","Rock","Special","anim_0636","docs/approval/previews/mp4/anim_0636.mp4","docs/approval/previews/gif/anim_0636.gif","hg-engine-script","636","animations/hg-engine/gen7/636.s","animations/hg-engine/gen7/636.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_ROCKET_PUNCH","Rocket Shot","Steel","Physical","anim_0004","docs/approval/previews/mp4/anim_0004.mp4","docs/approval/previews/gif/anim_0004.gif","platinum-base-move","4","MOVE_COMET_PUNCH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"ROMPEHIELOS","Rompehielos","Ice","Physical","anim_0864","docs/approval/previews/mp4/anim_0864.mp4","docs/approval/previews/gif/anim_0864.gif","hg-engine-script","864","animations/hg-engine/gen9/864.s","animations/hg-engine/gen9/864.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"ROUNDABOUT","Roundabout","Normal","Physical","anim_0890","docs/approval/previews/mp4/anim_0890.mp4","docs/approval/previews/gif/anim_0890.gif","hg-engine-script","890","animations/hg-engine/gen9/890.s","animations/hg-engine/gen9/890.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_RUMBLE_KICK","Rumble Kick","Rock","Physical","anim_0025","docs/approval/previews/mp4/anim_0025.mp4","docs/approval/previews/gif/anim_0025.gif","platinum-base-move","25","MOVE_MEGA_KICK","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SABER_SLASHES","Saber Slashes","Fire","Physical","anim_0683","docs/approval/previews/mp4/anim_0683.mp4","docs/approval/previews/gif/anim_0683.gif","hg-engine-script","683","animations/hg-engine/gen7/683.s","animations/hg-engine/gen7/683.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SAFE_PASSAGE","Safe Passage","Normal","Status","anim_0226","docs/approval/previews/mp4/anim_0226.mp4","docs/approval/previews/gif/anim_0226.gif","platinum-base-move","226","MOVE_BATON_PASS","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SCATTER_BLAST","Scatter Blast","Ground","Special","anim_0818","docs/approval/previews/mp4/anim_0818.mp4","docs/approval/previews/gif/anim_0818.gif","hg-engine-script","818","animations/hg-engine/gen8/818.s","animations/hg-engine/gen8/818.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"SCATTERDUST","Scatterdust","Bug","Special","anim_0525","docs/approval/previews/mp4/anim_0525.mp4","docs/approval/previews/gif/anim_0525.gif","hg-engine-script","525","animations/hg-engine/gen5/525.s","animations/hg-engine/gen5/525.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SCORCHED_EARTH","Scorched Earth","Fire","Special","anim_0685","docs/approval/previews/mp4/anim_0685.mp4","docs/approval/previews/gif/anim_0685.gif","hg-engine-script","685","animations/hg-engine/gen7/685.s","animations/hg-engine/gen7/685.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"SCOURINGWINDS","Scouring Winds","Flying","Special","anim_0849","docs/approval/previews/mp4/anim_0849.mp4","docs/approval/previews/gif/anim_0849.gif","hg-engine-script","849","animations/hg-engine/gen8/849.s","animations/hg-engine/gen8/849.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SEISMIC_BLADE","Seismic Blade","Ground","Physical","anim_0622","docs/approval/previews/mp4/anim_0622.mp4","docs/approval/previews/gif/anim_0622.gif","hg-engine-script","622","animations/hg-engine/gen6/622.s","animations/hg-engine/gen6/622.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SEISMIC_FIST","Seismic Fist","Ground","Physical","anim_0841","docs/approval/previews/mp4/anim_0841.mp4","docs/approval/previews/gif/anim_0841.gif","hg-engine-script","841","animations/hg-engine/gen8/841.s","animations/hg-engine/gen8/841.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SEISMIC_SLAM","Seismic Slam","Ground","Physical","anim_0038","docs/approval/previews/mp4/anim_0038.mp4","docs/approval/previews/gif/anim_0038.gif","platinum-base-move","38","MOVE_DOUBLE_EDGE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MENTEREY","Semblante Real","Psychic","Special","anim_0835","docs/approval/previews/mp4/anim_0835.mp4","docs/approval/previews/gif/anim_0835.gif","hg-engine-script","835","animations/hg-engine/gen8/835.s","animations/hg-engine/gen8/835.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SEPTIC_SWITCH","Septic Switch","Poison","Status","anim_0492","docs/approval/previews/mp4/anim_0492.mp4","docs/approval/previews/gif/anim_0492.gif","hg-engine-script","492","animations/hg-engine/gen5/492.s","animations/hg-engine/gen5/492.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"SERENEWAVE","Serene Wave","Normal","Special","anim_0854","docs/approval/previews/mp4/anim_0854.mp4","docs/approval/previews/gif/anim_0854.gif","hg-engine-script","854","animations/hg-engine/gen9/854.s","animations/hg-engine/gen9/854.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SHADOW_FANGS","Shadow Fangs","Ghost","Physical","anim_0711","docs/approval/previews/mp4/anim_0711.mp4","docs/approval/previews/gif/anim_0711.gif","hg-engine-script","711","animations/hg-engine/gen7/711.s","animations/hg-engine/gen7/711.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SHADOW_HAMMER","Shadow Hammer","Ghost","Physical","anim_0896","docs/approval/previews/mp4/anim_0896.mp4","docs/approval/previews/gif/anim_0896.gif","hg-engine-script","896","animations/hg-engine/gen9/896.s","animations/hg-engine/gen9/896.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"SHADOWSTEP","Shadow Step","Fighting","Physical","anim_0779","docs/approval/previews/mp4/anim_0779.mp4","docs/approval/previews/gif/anim_0779.gif","hg-engine-script","779","animations/hg-engine/gen8/779.s","animations/hg-engine/gen8/779.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"SHADOWSTRIKE","Shadow Strike","Ghost","Physical","anim_0711","docs/approval/previews/mp4/anim_0711.mp4","docs/approval/previews/gif/anim_0711.gif","hg-engine-script","711","animations/hg-engine/gen7/711.s","animations/hg-engine/gen7/711.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"SHATTERBLADE","Shatterblade","Ice","Physical","anim_0816","docs/approval/previews/mp4/anim_0816.mp4","docs/approval/previews/gif/anim_0816.gif","hg-engine-script","816","animations/hg-engine/gen8/816.s","animations/hg-engine/gen8/816.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"SHITPOST","Shitpost","Ground","Physical","anim_0841","docs/approval/previews/mp4/anim_0841.mp4","docs/approval/previews/gif/anim_0841.gif","hg-engine-script","841","animations/hg-engine/gen8/841.s","animations/hg-engine/gen8/841.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SHOCKING_EDGE","Shocking Edge","Electric","Physical","anim_0719","docs/approval/previews/mp4/anim_0719.mp4","docs/approval/previews/gif/anim_0719.gif","hg-engine-script","719","animations/hg-engine/gen7/719.s","animations/hg-engine/gen7/719.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_SHOCKING_JAB","Shocking Jab","Electric","Physical","anim_0724","docs/approval/previews/mp4/anim_0724.mp4","docs/approval/previews/gif/anim_0724.gif","hg-engine-script","724","animations/hg-engine/gen7/724.s","animations/hg-engine/gen7/724.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"MOVE_SHOT_PUT","Shot Put","Steel","Physical","anim_0140","docs/approval/previews/mp4/anim_0140.mp4","docs/approval/previews/gif/anim_0140.gif","platinum-base-move","140","MOVE_BARRAGE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_SHOWTIME","Showtime","Psychic","Status","anim_0481","docs/approval/previews/mp4/anim_0481.mp4","docs/approval/previews/gif/anim_0481.gif","hg-engine-script","481","animations/hg-engine/gen5/481.s","animations/hg-engine/gen5/481.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"SHUFFLE","Shuffle","Normal","Special","anim_0499","docs/approval/previews/mp4/anim_0499.mp4","docs/approval/previews/gif/anim_0499.gif","hg-engine-script","499","animations/hg-engine/gen5/499.s","animations/hg-engine/gen5/499.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
