"move_id","move_name","type","category","source_animation_reference","ds_animation_class","ds_animation_path","ds_move_id","port_action","notes"
"KINETICREND","Kinetic Rend","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/835.s","835","Reuse Mystical Power (MOVE_MYSTICAL_POWER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mystical Power. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FROSTKICK","Frost Kick","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/839.s","839","Reuse Mountain Gale (MOVE_MOUNTAIN_GALE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mountain Gale. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SCOURINGWINDS","Scouring Winds","Flying","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/849.s","849","Reuse BleakwindStorm (MOVE_BLEAKWIND_STORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: BleakwindStorm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BITINGCOLD","Biting Cold","Ice","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/884.s","884","Reuse ChillyReception (MOVE_CHILLY_RECEPTION) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: ChillyReception. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FORCEWAVE","Force Wave","Fighting","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/551.s","551","Reuse Secret Sword (MOVE_SECRET_SWORD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Secret Sword. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GEODEBURST","Geode Burst","Rock","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/803.s","803","Reuse Meteor Beam (MOVE_METEOR_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Meteor Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"EXCITE","Excite","Normal","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/592.s","592","Reuse Play Nice (MOVE_PLAY_NICE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Play Nice. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SCATTERDUST","Scatterdust","Bug","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/525.s","525","Reuse Struggle Bug (MOVE_STRUGGLE_BUG) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Struggle Bug. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SUPERNOVA","Impact Event","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/783.s","783","Reuse Pyro Ball (MOVE_PYRO_BALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Pyro Ball. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PEPPERSPRAY","Pepper Spray","Grass","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/905.s","905","Reuse Matcha Gotcha (MOVE_MATCHA_GOTCHA) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Matcha Gotcha. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TITANSWRATH","Titan's Wrath","Qmarks","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/854.s","854","Reuse Tera Blast (MOVE_TERA_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tera Blast. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SIRENSONG","Siren Song","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/733.s","733","Reuse Splishy Splash (MOVE_SPLISHY_SPLASH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Splishy Splash. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"REBALANCING","Rebalancing","Fighting","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/814.s","814","Reuse Coaching (MOVE_COACHING) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Coaching. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FRIGIDMAW","Frigid Maw","Ice","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/668.s","668","Reuse Ice Hammer (MOVE_ICE_HAMMER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ice Hammer. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MANADRAIN","Mana Drain","Dragon","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/823.s","823","Reuse Dragon Energy (MOVE_DRAGON_ENERGY) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dragon Energy. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"STEAMBURST","Steam Burst","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/548.s","548","Reuse Searing Shot (MOVE_SEARING_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Searing Shot. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"QUESOBLAST","Queso Blast","Qmarks","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/802.s","802","Reuse Scale Shot (MOVE_SCALE_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scale Shot. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"THOUSANDFOLDS","Thousand Folds","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/784.s","784","Reuse Behemoth Blade (MOVE_BEHEMOTH_BLADE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Behemoth Blade. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPLINTERSHOT","Splinter Shot","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/673.s","673","Reuse Leafage (MOVE_LEAFAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Leafage. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BOOMINSTALL","Virus Inject","Qmarks","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/675.s","675","Reuse Toxic Thread (MOVE_TOXIC_THREAD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Toxic Thread. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TRIMTACKLE","Trim Tackle","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/546.s","546","Reuse Head Charge (MOVE_HEAD_CHARGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Head Charge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"STALAGBITE","Stalagbite","Rock","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/594.s","594","Reuse Diamond Storm (MOVE_DIAMOND_STORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Diamond Storm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GLACIALGULF","Glacial Gulf","Ice","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/662.s","662","Reuse Shore Up (MOVE_SHORE_UP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shore Up. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GOLDENSPLASH","Golden Splash","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/521.s","521","Reuse Water Pledge (MOVE_WATER_PLEDGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Water Pledge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PLEGARIACALAMO","Quill Prayer","Flying","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/616.s","616","Reuse Oblivion Wing (MOVE_OBLIVION_WING) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Oblivion Wing. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PUNZADABURBUJA","Bubble Barb","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/713.s","713","Reuse Liquidation (MOVE_LIQUIDATION) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Liquidation. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FLORALETEO","Floral Flutter","Grass","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/523.s","523","Reuse Grass Pledge (MOVE_GRASS_PLEDGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Grass Pledge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CUERNARDIENTE","Fiery Horn","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/643.s","643","Reuse Inferno Drive (MOVE_INFERNO_OVERDRIVE_PHYSICAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Inferno Drive. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FERMENTACION","Fermentation","Poison","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","Reuse Shell Side Arm (MOVE_SHELL_SIDE_ARM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shell Side Arm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PROTOPLUMA","Proto Feather","Rock","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/833.s","833","Reuse Stone Axe (MOVE_STONE_AXE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Stone Axe. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODERNINFA","Nymph Power","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/770.s","770","Reuse Max Starfall (MOVE_MAX_STARFALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Starfall. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODERIGNIS","Ignis Power","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/810.s","810","Reuse BurningJealousy (MOVE_BURNING_JEALOUSY) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: BurningJealousy. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODERVOLTA","Volta Power","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/807.s","807","Reuse Rising Voltage (MOVE_RISING_VOLTAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Rising Voltage. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODERCIMEX","Cimex Power","Bug","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/761.s","761","Reuse Max Flutterby (MOVE_MAX_FLUTTERBY) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Flutterby. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODERAQUA","Aqua Power","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/879.s","879","Reuse Hydro Steam (MOVE_HYDRO_STEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Hydro Steam. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ARENAILUSORIA","Illusory Sand","Ground","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/818.s","818","Reuse Scorching Sands (MOVE_SCORCHING_SANDS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scorching Sands. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LLUVIAPUNOS","Rain of Fists","Fighting","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/764.s","764","Reuse Max Knuckle (MOVE_MAX_KNUCKLE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Knuckle. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MPREDATORIO","Fierce Bite","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/741.s","741","Reuse Sappy Seed (MOVE_SAPPY_SEED) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Sappy Seed. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MENTEREY","Royal Visage","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/835.s","835","Reuse Mystical Power (MOVE_MYSTICAL_POWER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mystical Power. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODEREVOL","Evolution Power","Ground","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/774.s","774","Reuse Max Quake (MOVE_MAX_QUAKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Quake. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"EBULLICIÓN","Boiling","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/506.s","506","Reuse Scald (MOVE_SCALD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scald. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TRESDESEOS","Three Wishes","Fairy","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/587.s","587","Reuse Fairy Wind (MOVE_FAIRY_WIND) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fairy Wind. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"RITOCHAMANICO","Shamanic Rite","Fire","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/911.s","911","Reuse Burning Bulwark (MOVE_BURNING_BULWARK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Burning Bulwark. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GOLPESABANA","Savanna Strike","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/776.s","776","Reuse Max Overgrowth (MOVE_MAX_OVERGROWTH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Overgrowth. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"AGUIJONLETAL","Noxious Burn","Poison","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","Reuse Shell Side Arm (MOVE_SHELL_SIDE_ARM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shell Side Arm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"VIRAZON","Sea Breeze","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/875.s","875","Reuse Aqua Step (MOVE_AQUA_STEP) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Aqua Step. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"COMBUSCRIN","Mane Blast","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/598.s","598","Reuse Mystical Fire (MOVE_MYSTICAL_FIRE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mystical Fire. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MIGRACIÓN","Migration","Flying","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/769.s","769","Reuse Max Airstream (MOVE_MAX_AIRSTREAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Airstream. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PATRONAJE","Patterning","Shadow","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/916.s","916","Reuse Dragon Cheer (MOVE_DRAGON_CHEER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dragon Cheer. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"AEROGENERADOR","Wind Turbine","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/573.s","573","Reuse ParabolicCharge (MOVE_PARABOLIC_CHARGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: ParabolicCharge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HIEDRAAGIL","Agile Ivy","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/776.s","776","Reuse Max Overgrowth (MOVE_MAX_OVERGROWTH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Overgrowth. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TASER","Taser","Electric","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/649.s","649","Reuse Gigavolt Havoc (MOVE_GIGAVOLT_HAVOC_PHYSICAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Gigavolt Havoc. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"AGUANOCIVA","Noxious Waters","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/521.s","521","Reuse Water Pledge (MOVE_WATER_PLEDGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Water Pledge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FUEGOCRUZADO","Crossfire","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/738.s","738","Reuse Sizzly Slide (MOVE_SIZZLY_SLIDE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Sizzly Slide. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CONJUROSOLAR","Solar Force","Fairy","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/587.s","587","Reuse Fairy Wind (MOVE_FAIRY_WIND) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fairy Wind. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CACAREO","Clucking","Fairy","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/587.s","587","Reuse Fairy Wind (MOVE_FAIRY_WIND) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fairy Wind. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"TERRAL","Heat Drain","Fire","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/598.s","598","Reuse Mystical Fire (MOVE_MYSTICAL_FIRE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mystical Fire. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PODERPRIMATE","Primate Power","Normal","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/507.s","507","Reuse Shell Smash (MOVE_SHELL_SMASH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shell Smash. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ELECTROPUNZADA","Electro Jab","Electric","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/724.s","724","Reuse Plasma Fists (MOVE_PLASMA_FISTS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Plasma Fists. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ELECTROARENA","Electro Sand","Ground","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/818.s","818","Reuse Scorching Sands (MOVE_SCORCHING_SANDS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scorching Sands. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"COMECEREBRO","Brain Eater","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/765.s","765","Reuse Max Phantasm (MOVE_MAX_PHANTASM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Phantasm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ROCAVOLTAICA","Voltaic Rock","Rock","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/636.s","636","Reuse Continent Crush (MOVE_CONTINENTAL_CRUSH_SPECIAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Continent Crush. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GHOSTGALLOP","Spectral Gallop","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/715.s","715","Reuse Spectral Thief (MOVE_SPECTRAL_THIEF) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spectral Thief. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"IRALLAMEANTE","Blazing Fury","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/836.s","836","Reuse Raging Fury (MOVE_RAGING_FURY) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Raging Fury. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ENFRIAR","Cool Down","Ice","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/886.s","886","Reuse Snowscape (MOVE_SNOWSCAPE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Snowscape. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"AHOGAMIENTO","Deep Dive","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/736.s","736","Reuse Bouncy Bubble (MOVE_BOUNCY_BUBBLE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Bouncy Bubble. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DESPRENDIMIENTO","Rockfall","Rock","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/773.s","773","Reuse Max Rockfall (MOVE_MAX_ROCKFALL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Rockfall. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PUASSOBERANAS","Royal Darts","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/842.s","842","Reuse Barb Barrage (MOVE_BARB_BARRAGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Barb Barrage. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MORDISCOCARDUMEN","School Bite","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/868.s","868","Reuse Triple Dive (MOVE_TRIPLE_DIVE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Triple Dive. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BIFIDOVOLADOR","Split Strike","Flying","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/769.s","769","Reuse Max Airstream (MOVE_MAX_AIRSTREAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Airstream. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PALEOWAVE","Paleo Wave","Rock","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/636.s","636","Reuse Continent Crush (MOVE_CONTINENTAL_CRUSH_SPECIAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Continent Crush. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
